Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
South America,brasilia,aguas_claras,2024-02-15,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-16,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-17,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-18,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-19,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-20,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-21,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-22,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-23,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-24,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-25,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-26,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-27,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-28,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-02-29,139,0,0,21,1,0
South America,brasilia,aguas_claras,2024-03-01,139,0,0,21,1,0
South America,brasilia,brazlandia,2024-02-11,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-12,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-13,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-14,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-15,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-16,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-17,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-18,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-19,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-20,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-21,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-22,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-23,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-24,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-25,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-26,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-27,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-28,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-02-29,154,0,0,23,2,0
South America,brasilia,brazlandia,2024-03-01,154,0,0,23,2,0
South America,brasilia,ceilandia,2024-02-11,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-12,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-13,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-14,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-15,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-16,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-17,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-18,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-19,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-20,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-21,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-22,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-23,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-24,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-25,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-26,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-27,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-28,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-02-29,160,0,0,22,3,0
South America,brasilia,ceilandia,2024-03-01,160,0,0,22,3,0
South America,brasilia,gama,2024-02-11,154,0,0,21,3,0
South America,brasilia,gama,2024-02-12,154,0,0,21,3,0
South America,brasilia,gama,2024-02-13,154,0,0,21,3,0
South America,brasilia,gama,2024-02-14,154,0,0,21,3,0
South America,brasilia,gama,2024-02-15,154,0,0,21,3,0
South America,brasilia,gama,2024-02-16,154,0,0,21,3,0
South America,brasilia,gama,2024-02-17,154,0,0,21,3,0
South America,brasilia,gama,2024-02-18,154,0,0,21,3,0
South America,brasilia,gama,2024-02-19,154,0,0,21,3,0
South America,brasilia,gama,2024-02-20,154,0,0,21,3,0
South America,brasilia,gama,2024-02-21,154,0,0,21,3,0
South America,brasilia,gama,2024-02-22,154,0,0,21,3,0
South America,brasilia,gama,2024-02-23,154,0,0,21,3,0
South America,brasilia,gama,2024-02-24,154,0,0,21,3,0
South America,brasilia,gama,2024-02-25,154,0,0,21,3,0
South America,brasilia,gama,2024-02-26,154,0,0,21,3,0
South America,brasilia,gama,2024-02-27,154,0,0,21,3,0
South America,brasilia,gama,2024-02-28,154,0,0,21,3,0
South America,brasilia,gama,2024-02-29,154,0,0,21,3,0
South America,brasilia,gama,2024-03-01,154,0,0,21,3,0
South America,brasilia,guara,2024-02-11,139,0,0,20,2,0
South America,brasilia,guara,2024-02-12,139,0,0,20,2,0
South America,brasilia,guara,2024-02-13,139,0,0,20,2,0
South America,brasilia,guara,2024-02-14,139,0,0,20,2,0
South America,brasilia,guara,2024-02-15,139,0,0,20,2,0
South America,brasilia,guara,2024-02-16,139,0,0,20,2,0
South America,brasilia,guara,2024-02-17,139,0,0,20,2,0
South America,brasilia,guara,2024-02-18,139,0,0,20,2,0
South America,brasilia,guara,2024-02-19,139,0,0,20,2,0
South America,brasilia,guara,2024-02-20,139,0,0,20,2,0
South America,brasilia,guara,2024-02-21,139,0,0,20,2,0
South America,brasilia,guara,2024-02-22,139,0,0,20,2,0
South America,brasilia,guara,2024-02-23,139,0,0,20,2,0
South America,brasilia,guara,2024-02-24,139,0,0,20,2,0
South America,brasilia,guara,2024-02-25,139,0,0,20,2,0
South America,brasilia,guara,2024-02-26,139,0,0,20,2,0
South America,brasilia,guara,2024-02-27,139,0,0,20,2,0
South America,brasilia,guara,2024-02-28,139,0,0,20,2,0
South America,brasilia,guara,2024-02-29,139,0,0,20,2,0
South America,brasilia,guara,2024-03-01,139,0,0,20,2,0
South America,brasilia,itapoa,2024-02-11,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-12,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-13,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-14,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-15,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-16,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-17,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-18,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-19,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-20,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-21,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-22,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-23,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-24,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-25,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-26,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-27,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-28,156,0,0,23,2,0
South America,brasilia,itapoa,2024-02-29,156,0,0,23,2,0
South America,brasilia,itapoa,2024-03-01,156,0,0,23,2,0
South America,brasilia,jardim_botanico,2024-02-11,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-12,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-13,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-14,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-15,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-16,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-17,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-18,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-19,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-20,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-21,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-22,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-23,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-24,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-25,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-26,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-27,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-28,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-02-29,141,0,0,21,1,0
South America,brasilia,jardim_botanico,2024-03-01,141,0,0,21,1,0
South America,brasilia,lago_norte,2024-02-11,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-12,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-13,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-14,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-15,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-16,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-17,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-18,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-19,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-20,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-21,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-22,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-23,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-24,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-25,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-26,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-27,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-28,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-02-29,164,0,0,24,3,0
South America,brasilia,lago_norte,2024-03-01,164,0,0,24,3,0
South America,brasilia,lago_sul,2024-02-11,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-12,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-13,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-14,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-15,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-16,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-17,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-18,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-19,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-20,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-21,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-22,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-23,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-24,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-25,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-26,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-27,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-28,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-02-29,169,0,0,25,2,0
South America,brasilia,lago_sul,2024-03-01,169,0,0,25,2,0
South America,brasilia,paranoa,2024-02-11,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-12,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-13,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-14,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-15,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-16,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-17,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-18,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-19,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-20,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-21,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-22,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-23,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-24,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-25,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-26,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-27,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-28,153,0,0,20,4,0
South America,brasilia,paranoa,2024-02-29,153,0,0,20,4,0
South America,brasilia,paranoa,2024-03-01,153,0,0,20,4,0
South America,brasilia,planaltina,2024-02-11,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-12,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-13,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-14,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-15,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-16,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-17,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-18,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-19,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-20,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-21,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-22,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-23,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-24,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-25,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-26,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-27,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-28,142,0,0,19,3,0
South America,brasilia,planaltina,2024-02-29,142,0,0,19,3,0
South America,brasilia,planaltina,2024-03-01,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-11,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-12,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-13,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-14,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-15,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-16,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-17,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-18,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-19,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-20,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-21,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-22,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-23,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-24,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-25,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-26,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-27,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-28,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-02-29,142,0,0,19,3,0
South America,brasilia,plano_piloto,2024-03-01,142,0,0,19,3,0
South America,brasilia,recanto_das_emas,2024-02-11,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-12,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-13,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-14,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-15,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-16,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-17,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-18,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-19,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-20,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-21,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-22,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-23,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-24,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-25,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-26,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-27,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-28,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-02-29,175,0,0,24,4,0
South America,brasilia,recanto_das_emas,2024-03-01,175,0,0,24,4,0
South America,brasilia,riacho_fundo_ii,2024-02-11,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-12,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-13,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-14,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-15,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-16,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-17,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-18,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-19,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-20,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-21,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-22,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-23,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-24,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-25,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-26,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-27,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-28,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-02-29,168,0,0,25,2,0
South America,brasilia,riacho_fundo_ii,2024-03-01,168,0,0,25,2,0
South America,brasilia,samambaia,2024-02-11,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-12,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-13,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-14,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-15,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-16,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-17,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-18,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-19,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-20,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-21,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-22,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-23,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-24,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-25,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-26,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-27,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-28,151,0,0,19,5,0
South America,brasilia,samambaia,2024-02-29,151,0,0,19,5,0
South America,brasilia,samambaia,2024-03-01,151,0,0,19,5,0
South America,brasilia,santa_maria,2024-02-11,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-12,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-13,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-14,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-15,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-16,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-17,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-18,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-19,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-20,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-21,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-22,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-23,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-24,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-25,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-26,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-27,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-28,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-02-29,172,0,0,25,3,0
South America,brasilia,santa_maria,2024-03-01,172,0,0,25,3,0
South America,brasilia,sao_sebastiao,2024-02-11,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-12,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-13,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-14,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-15,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-16,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-17,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-18,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-19,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-20,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-21,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-22,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-23,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-24,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-25,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-26,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-27,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-28,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-02-29,185,0,0,27,3,0
South America,brasilia,sao_sebastiao,2024-03-01,185,0,0,27,3,0
South America,brasilia,sistema_penitenciario,2024-02-11,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-12,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-13,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-14,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-15,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-16,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-17,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-18,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-19,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-20,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-21,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-22,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-23,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-24,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-25,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-26,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-27,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-28,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-02-29,3,0,0,0,1,0
South America,brasilia,sistema_penitenciario,2024-03-01,3,0,0,0,1,0
South America,brasilia,sobradinho,2024-02-11,144,0,0,21,2,0
South America,brasilia,sobradinho,2024-02-12,144,0,0,21,2,0
South America,brasilia,sobradinho,2024-02-13,144,0,0,21,2,0
South America,brasilia,sobradinho,2024-02-14,144,0,0,21,2,0
